t_GeV2,coherent_nb_per_GeV2,incoherent_nb_per_GeV2
1.910000000000000364e+00,9.913970150863845102e-03,1.149735135224586280e+01
1.915000000000000036e+00,9.638272755988360266e-03,1.144629864086883231e+01
1.919999999999999929e+00,9.370243297774865851e-03,1.139547320812910591e+01
1.925000000000000044e+00,9.109668478636158070e-03,1.134487405598230580e+01
1.930000000000000160e+00,8.856340935096804548e-03,1.129450019023903806e+01
1.935000000000000275e+00,8.610059072677376038e-03,1.124435062056583590e+01
1.939999999999999725e+00,8.370626905373674403e-03,1.119442436048540301e+01
1.945000000000000062e+00,8.137853899602793747e-03,1.114472042737632407e+01
1.949999999999999956e+00,7.911554822492537081e-03,1.109523784247248734e+01
1.955000000000000071e+00,7.691549594392183692e-03,1.104597563086197987e+01
1.959999999999999742e+00,7.477663145487918432e-03,1.099693282148535545e+01
1.965000000000000302e+00,7.269725276408275060e-03,1.094810844713368780e+01
1.969999999999999751e+00,7.067570522709002399e-03,1.089950154444615826e+01
1.975000000000000089e+00,6.871038023128480353e-03,1.085111115390701286e+01
1.980000000000000204e+00,6.679971391510036889e-03,1.080293631984255676e+01
1.984999999999999876e+00,6.494218592287822472e-03,1.075497609041732616e+01
1.990000000000000213e+00,6.313631819437812848e-03,1.070722951763011110e+01
1.995000000000000107e+00,6.138067378797571090e-03,1.065969565730965840e+01
2.000000000000000444e+00,5.967385573660334910e-03,1.061237356910993235e+01
2.004999999999999893e+00,5.801450593553059663e-03,1.056526231650507164e+01
2.010000000000000231e+00,5.640130406109227987e-03,1.051836096678401056e+01
2.015000000000000124e+00,5.483296651950798385e-03,1.047166859104480174e+01
2.019999999999999574e+00,5.330824542495016423e-03,1.042518426418872224e+01
2.025000000000000355e+00,5.182592760605038776e-03,1.037890706491393011e+01
2.030000000000000249e+00,5.038483364005330936e-03,1.033283607570896301e+01
2.035000000000000142e+00,4.898381691384328523e-03,1.028697038284593468e+01
2.040000000000000036e+00,4.762176271110238335e-03,1.024130907637345977e+01
2.045000000000000373e+00,4.629758732486806763e-03,1.019585125010930682e+01
2.049999999999999822e+00,4.501023719478683058e-03,1.015059600163297304e+01
2.054999999999999716e+00,4.375868806837162825e-03,1.010554243227768723e+01
2.060000000000000053e+00,4.254194418560184980e-03,1.006068964712257241e+01
2.064999999999999947e+00,4.135903748621063379e-03,1.001603675498435564e+01
2.069999999999999840e+00,4.020902683903001748e-03,9.971582868408905398e+00
2.074999999999999734e+00,3.909099729278112806e-03,9.927327103662623387e+00
2.080000000000000515e+00,3.800405934771077573e-03,9.883268580723665764e+00
2.084999999999999964e+00,3.694734824749600945e-03,9.839406423272794910e+00
2.090000000000000302e+00,3.592002329085033051e-03,9.795739758684373300e+00
2.095000000000000195e+00,3.492126716228631869e-03,9.752267718016852882e+00
2.100000000000000089e+00,3.395028528149853300e-03,9.708989436003298223e+00
2.104999999999999982e+00,3.300630517085064147e-03,9.665904051041710687e+00
2.109999999999999876e+00,3.208857584046231372e-03,9.623010705185228275e+00
2.115000000000000213e+00,3.119636719040495831e-03,9.580308544132067894e+00
2.120000000000000107e+00,3.032896942953247806e-03,9.537796717215471176e+00
2.125000000000000000e+00,2.948569251048179050e-03,9.495474377393431809e+00
2.129999999999999893e+00,2.866586558039466593e-03,9.453340681238293186e+00
2.135000000000000675e+00,2.786883644692291721e-03,9.411394788926324750e+00
2.140000000000000568e+00,2.709397105909149180e-03,9.369635864226983912e+00
2.145000000000000018e+00,2.634065300260575622e-03,9.328063074492312978e+00
2.150000000000000355e+00,2.560828300920153615e-03,9.286675590645943501e+00
2.155000000000000249e+00,2.489627847964778155e-03,9.245472587172361756e+00
2.160000000000000142e+00,2.420407302001959752e-03,9.204453242105680388e+00
2.165000000000000036e+00,2.353111599087492033e-03,9.163616737018626779e+00
2.169999999999999929e+00,2.287687206897446712e-03,9.122962257011241860e+00
2.175000000000000266e+00,2.224082082119592432e-03,9.082488990699685516e+00
2.180000000000000160e+00,2.162245629030353986e-03,9.042196130204766646e+00
2.185000000000000053e+00,2.102128659224239415e-03,9.002082871140435927e+00
2.189999999999999947e+00,2.043683352463805669e-03,8.962148412602422454e+00
2.194999999999999840e+00,1.986863218618810292e-03,8.922391957156486697e+00
2.200000000000000178e+00,1.931623060664360838e-03,8.882812710826810232e+00
2.205000000000000071e+00,1.877918938708579956e-03,8.843409883084296652e+00
2.209999999999999964e+00,1.825708135021033955e-03,8.804182686834685967e+00
2.214999999999999858e+00,1.774949120034268173e-03,8.765130338406887489e+00
2.220000000000000195e+00,1.725601519291154349e-03,8.726252057540925477e+00
2.224999999999999645e+00,1.677626081311938723e-03,8.687547067376122811e+00
2.229999999999999982e+00,1.630984646355162571e-03,8.649014594439014658e+00
2.234999999999999876e+00,1.585640116047897777e-03,8.610653868631434449e+00
2.240000000000000213e+00,1.541556423860742861e-03,8.572464123218347609e+00
2.245000000000000107e+00,1.498698506404408555e-03,8.534444594815898455e+00
2.250000000000000000e+00,1.457032275524758639e-03,8.496594523379100039e+00
2.254999999999999449e+00,1.416524591174301304e-03,8.458913152189788676e+00
2.260000000000000231e+00,1.377143235038381496e-03,8.421399727844436356e+00
2.265000000000000124e+00,1.338856884895173660e-03,8.384053500241888557e+00
2.270000000000000018e+00,1.301635089688938339e-03,8.346873722571132248e+00
2.274999999999999911e+00,1.265448245296845083e-03,8.309859651299083438e+00
2.280000000000000249e+00,1.230267570969926887e-03,8.273010546158189982e+00
2.285000000000000586e+00,1.196065086429533948e-03,8.236325670134339916e+00
2.290000000000000036e+00,1.162813589600899741e-03,8.199804289454357686e+00
2.295000000000000373e+00,1.130486634966218918e-03,8.163445673573749062e+00
2.300000000000000266e+00,1.099058512519972405e-03,8.127249095164385650e+00
2.305000000000000604e+00,1.068504227309680695e-03,8.091213830102194748e+00
2.309999999999999609e+00,1.038799479545876071e-03,8.055339157454721288e+00
2.315000000000000391e+00,1.009920645265354041e-03,8.019624359468803476e+00
2.319999999999999840e+00,9.818447575325026013e-04,7.984068721558319481e+00
2.325000000000000178e+00,9.545494881634417018e-04,7.948671532291633035e+00
2.330000000000000071e+00,9.280131299587444970e-04,7.913432083379443149e+00
2.334999999999999964e+00,9.022145794303374020e-04,7.878349669662267907e+00
2.339999999999999858e+00,8.771333200089833889e-04,7.843423589098182269e+00
2.345000000000000195e+00,8.527494057189015939e-04,7.808653142750414666e+00
2.350000000000000089e+00,8.290434453065713589e-04,7.774037634775072370e+00
2.354999999999999538e+00,8.059965868110244812e-04,7.739576372408731864e+00
2.360000000000000320e+00,7.835905025633989069e-04,7.705268665956131358e+00
2.365000000000000213e+00,7.618073746038208152e-04,7.671113828777891719e+00
2.370000000000000551e+00,7.406298805039061416e-04,7.637111177278180563e+00
2.374999999999999556e+00,7.200411795837287875e-04,7.603260030892432297e+00
2.379999999999999893e+00,7.000248995121489482e-04,7.569559712075027313e+00
2.385000000000000675e+00,6.805651232799780773e-04,7.536009546287070648e+00
2.390000000000000124e+00,6.616463765354661103e-04,7.502608861984147559e+00
2.395000000000000018e+00,6.432536152721182905e-04,7.469356990604098634e+00
2.400000000000000355e+00,6.253722138590086426e-04,7.436253266554689212e+00
2.405000000000000249e+00,6.079879534040981198e-04,7.403297027201639402e+00
2.410000000000000142e+00,5.910870104411985928e-04,7.370487612856181592e+00
2.415000000000000036e+00,5.746559459317084843e-04,7.337824366763143757e+00
2.419999999999999929e+00,5.586816945722522521e-04,7.305306635088682832e+00
2.425000000000000711e+00,5.431515543997653172e-04,7.272933766908157516e+00
2.429999999999999716e+00,5.280531766857652015e-04,7.240705114194155634e+00
2.435000000000000053e+00,5.133745561116801782e-04,7.208620031804299444e+00
2.439999999999999947e+00,4.991040212175490908e-04,7.176677877469313849e+00
2.444999999999999840e+00,4.852302251163458807e-04,7.144878011780960492e+00
2.450000000000000178e+00,4.717421364666382665e-04,7.113219798180033138e+00
2.455000000000000071e+00,4.586290306963564296e-04,7.081702602944444536e+00
2.460000000000000409e+00,4.458804814706758893e-04,7.050325795177262655e+00
2.464999999999999858e+00,4.334863523972528341e-04,7.019088746794793998e+00
2.470000000000000195e+00,4.214367889621742054e-04,6.987990832514792139e+00
2.475000000000000533e+00,4.097222106902384271e-04,6.957031429844479753e+00
2.480000000000000426e+00,3.983333035232946152e-04,6.926209919068823773e+00
2.484999999999999432e+00,3.872610124105973616e-04,6.895525683238743042e+00
2.489999999999999769e+00,3.764965341052586996e-04,6.864978108159294656e+00
2.495000000000000551e+00,3.660313101610911525e-04,6.834566582378013955e+00
2.500000000000000444e+00,3.558570201242392483e-04,6.804290497173227870e+00
