t_GeV2,incoherent_nb_per_GeV2
2.280000000000000082e-01,3.141178332722656918e+01
2.310000000000000109e-01,3.155388200056687609e+01
2.340000000000000135e-01,3.169178448143694382e+01
2.370000000000000162e-01,3.182556623746745572e+01
2.399999999999999911e-01,3.195530145361025731e+01
2.429999999999999938e-01,3.208106305375218170e+01
2.459999999999999964e-01,3.220292272196492434e+01
2.489999999999999991e-01,3.232095092339751830e+01
2.520000000000000018e-01,3.243521692481675700e+01
2.550000000000000044e-01,3.254578881480287578e+01
2.580000000000000071e-01,3.265273352360409831e+01
2.610000000000000098e-01,3.275611684265820145e+01
2.640000000000000124e-01,3.285600344378448767e+01
2.670000000000000151e-01,3.295245689805393141e+01
2.700000000000000178e-01,3.304553969434049066e+01
2.730000000000000204e-01,3.313531325756138557e+01
2.760000000000000231e-01,3.322183796660944921e+01
2.790000000000000258e-01,3.330517317198417260e+01
2.820000000000000284e-01,3.338537721312631135e+01
2.850000000000000311e-01,3.346250743545981976e+01
2.880000000000000338e-01,3.353662020714780567e+01
2.909999999999999809e-01,3.360777093556638562e+01
2.939999999999999836e-01,3.367601408350081726e+01
2.969999999999999862e-01,3.374140318506952951e+01
2.999999999999999889e-01,3.380399086137997955e+01
3.029999999999999916e-01,3.386382883592099802e+01
3.059999999999999942e-01,3.392096794969616269e+01
3.089999999999999969e-01,3.397545817610235730e+01
3.119999999999999996e-01,3.402734863555797062e+01
3.150000000000000022e-01,3.407668760988509860e+01
3.180000000000000049e-01,3.412352255644934473e+01
3.210000000000000075e-01,3.416790012206185878e+01
3.240000000000000102e-01,3.420986615664754282e+01
3.270000000000000129e-01,3.424946572668282130e+01
3.300000000000000155e-01,3.428674312840745841e+01
3.330000000000000182e-01,3.432174190081423859e+01
3.360000000000000209e-01,3.435450483841977132e+01
3.390000000000000235e-01,3.438507400382013657e+01
3.420000000000000262e-01,3.441349074003582587e+01
3.450000000000000289e-01,3.443979568264847302e+01
3.480000000000000315e-01,3.446402877173314039e+01
3.510000000000000342e-01,3.448622926359060159e+01
3.539999999999999813e-01,3.450643574228083565e+01
3.569999999999999840e-01,3.452468613096405647e+01
3.599999999999999867e-01,3.454101770304921359e+01
3.629999999999999893e-01,3.455546709315603948e+01
3.659999999999999920e-01,3.456807030789223489e+01
3.689999999999999947e-01,3.457886273644891872e+01
3.719999999999999973e-01,3.458787916101805848e+01
3.750000000000000000e-01,3.459515376703495093e+01
3.780000000000000027e-01,3.460072015324723793e+01
3.810000000000000053e-01,3.460461134161577235e+01
3.840000000000000080e-01,3.460685978704761823e+01
3.870000000000000107e-01,3.460749738696632249e+01
3.900000000000000133e-01,3.460655549071997683e+01
3.930000000000000160e-01,3.460406490883175934e+01
3.960000000000000187e-01,3.460005592209495262e+01
3.990000000000000213e-01,3.459455829051375986e+01
4.000000000000000222e-01,3.459240000648108548e+01
4.020000000000000240e-01,3.458760126209470798e+01
4.050000000000000266e-01,3.457921358148971791e+01
4.080000000000000293e-01,3.456942349849344964e+01
4.110000000000000320e-01,3.455825877639795607e+01
4.140000000000000346e-01,3.454574670020669203e+01
4.169999999999999818e-01,3.453191408470993906e+01
4.199999999999999845e-01,3.451678728242465155e+01
4.229999999999999871e-01,3.450039219140064972e+01
4.259999999999999898e-01,3.448275426289482226e+01
4.289999999999999925e-01,3.446389850891725359e+01
4.319999999999999951e-01,3.444384950964909820e+01
4.349999999999999978e-01,3.442263142073669968e+01
4.380000000000000004e-01,3.440026798046191914e+01
4.410000000000000031e-01,3.437678251679263042e+01
4.440000000000000058e-01,3.435219795431400058e+01
4.470000000000000084e-01,3.432653682104314896e+01
4.500000000000000111e-01,3.429982125512948699e+01
4.530000000000000138e-01,3.427207301144161278e+01
4.560000000000000164e-01,3.424331346804382292e+01
4.590000000000000191e-01,3.421356363256370514e+01
4.620000000000000218e-01,3.418284414845170716e+01
4.650000000000000244e-01,3.415117530113656841e+01
4.680000000000000271e-01,3.411857702407597515e+01
4.710000000000000298e-01,3.408506890470615502e+01
4.740000000000000324e-01,3.405067019029069542e+01
4.770000000000000351e-01,3.401539979367156263e+01
4.799999999999999822e-01,3.397927629892276258e+01
4.829999999999999849e-01,3.394231796690905156e+01
4.859999999999999876e-01,3.390454274075077734e+01
4.889999999999999902e-01,3.386596825119752197e+01
4.919999999999999929e-01,3.382661182191017701e+01
4.949999999999999956e-01,3.378649047465493283e+01
4.979999999999999982e-01,3.374562093440911070e+01
5.010000000000000009e-01,3.370401963438219894e+01
5.040000000000000036e-01,3.366170272095091320e+01
5.070000000000000062e-01,3.361868605851191916e+01
5.100000000000000089e-01,3.357498523425327619e+01
5.130000000000000115e-01,3.353061556284441735e+01
5.160000000000000142e-01,3.348559209104819701e+01
5.190000000000000169e-01,3.343992960225489952e+01
5.220000000000000195e-01,3.339364262093940283e+01
5.250000000000000222e-01,3.334674541704463024e+01
5.280000000000000249e-01,3.329925201028954262e+01
5.310000000000000275e-01,3.325117617440572104e+01
5.340000000000000302e-01,3.320253144130241196e+01
5.370000000000000329e-01,3.315333110516104398e+01
5.400000000000000355e-01,3.310358822646136900e+01
5.430000000000000382e-01,3.305331563593924926e+01
5.460000000000000409e-01,3.300252593847819327e+01
5.490000000000000435e-01,3.295123151693511687e+01
5.520000000000000462e-01,3.289944453590197071e+01
5.550000000000000488e-01,3.284717694540366040e+01
5.580000000000000515e-01,3.279444048453394345e+01
5.610000000000000542e-01,3.274124668503004898e+01
5.640000000000000568e-01,3.268760687478712157e+01
5.670000000000000595e-01,3.263353218131314293e+01
5.700000000000000622e-01,3.257903353512645594e+01
5.730000000000000648e-01,3.252412167309508106e+01
5.760000000000000675e-01,3.246880714172066718e+01
5.789999999999999591e-01,3.241310030036652279e+01
5.819999999999999618e-01,3.235701132443157491e+01
5.849999999999999645e-01,3.230055020847075298e+01
5.879999999999999671e-01,3.224372676926297032e+01
5.909999999999999698e-01,3.218655064882731409e+01
5.939999999999999725e-01,3.212903131738849538e+01
5.969999999999999751e-01,3.207117807629207107e+01
5.999999999999999778e-01,3.201300006087098637e+01
6.029999999999999805e-01,3.195450624326376499e+01
6.059999999999999831e-01,3.189570543518465584e+01
6.089999999999999858e-01,3.183660629064821634e+01
6.119999999999999885e-01,3.177721730864675465e+01
6.149999999999999911e-01,3.171754683578359746e+01
6.179999999999999938e-01,3.165760306886163278e+01
6.209999999999999964e-01,3.159739405742805474e+01
6.239999999999999991e-01,3.153692770627671749e+01
6.270000000000000018e-01,3.147621177790800928e+01
6.300000000000000044e-01,3.141525389494729481e+01
6.330000000000000071e-01,3.135406154252262212e+01
6.360000000000000098e-01,3.129264207060272440e+01
6.390000000000000124e-01,3.123100269629474113e+01
6.400000000000000133e-01,3.121040859954222313e+01
6.420000000000000151e-01,3.116915050610448645e+01
6.450000000000000178e-01,3.110709245815736068e+01
6.480000000000000204e-01,3.104483538438292101e+01
6.510000000000000231e-01,3.098238599266168336e+01
6.540000000000000258e-01,3.091975086893677727e+01
6.570000000000000284e-01,3.085693647928885142e+01
6.600000000000000311e-01,3.079394917197707215e+01
6.630000000000000338e-01,3.073079517944512418e+01
6.660000000000000364e-01,3.066748062029351019e+01
6.690000000000000391e-01,3.060401150121879610e+01
6.720000000000000417e-01,3.054039371891992616e+01
6.750000000000000444e-01,3.047663306197259914e+01
6.780000000000000471e-01,3.041273521267185131e+01
6.810000000000000497e-01,3.034870574884396532e+01
6.840000000000000524e-01,3.028455014562742420e+01
6.870000000000000551e-01,3.022027377722391606e+01
6.900000000000000577e-01,3.015588191862002532e+01
6.930000000000000604e-01,3.009137974727996578e+01
6.960000000000000631e-01,3.002677234480920987e+01
6.990000000000000657e-01,2.996206469859088628e+01
7.020000000000000684e-01,2.989726170339390166e+01
7.049999999999999600e-01,2.983236816295440974e+01
7.079999999999999627e-01,2.976738879153015205e+01
7.109999999999999654e-01,2.970232821542935397e+01
7.139999999999999680e-01,2.963719097451289741e+01
7.169999999999999707e-01,2.957198152367193345e+01
7.199999999999999734e-01,2.950670423428007183e+01
7.229999999999999760e-01,2.944136339562145110e+01
7.259999999999999787e-01,2.937596321629461116e+01
7.289999999999999813e-01,2.931050782559238854e+01
7.319999999999999840e-01,2.924500127485922008e+01
7.349999999999999867e-01,2.917944753882464681e+01
7.379999999999999893e-01,2.911385051691528858e+01
7.409999999999999920e-01,2.904821403454398165e+01
7.439999999999999947e-01,2.898254184437739056e+01
7.469999999999999973e-01,2.891683762758245635e+01
7.500000000000000000e-01,2.885110499505130122e+01
7.530000000000000027e-01,2.878534748860634451e+01
7.560000000000000053e-01,2.871956858218391773e+01
7.590000000000000080e-01,2.865377168299902166e+01
7.620000000000000107e-01,2.858796013268974434e+01
7.650000000000000133e-01,2.852213720844259726e+01
7.680000000000000160e-01,2.845630612409879134e+01
7.710000000000000187e-01,2.839047003124214186e+01
7.740000000000000213e-01,2.832463202026807636e+01
7.770000000000000240e-01,2.825879512143517758e+01
7.800000000000000266e-01,2.819296230589844754e+01
7.830000000000000293e-01,2.812713648672553646e+01
7.860000000000000320e-01,2.806132051989584397e+01
7.890000000000000346e-01,2.799551720528222631e+01
7.920000000000000373e-01,2.792972928761687967e+01
7.950000000000000400e-01,2.786395945744034108e+01
7.980000000000000426e-01,2.779821035203459800e+01
8.010000000000000453e-01,2.773248455634074006e+01
8.040000000000000480e-01,2.766678460386076921e+01
8.070000000000000506e-01,2.760111297754442816e+01
8.100000000000000533e-01,2.753547211066062061e+01
8.130000000000000560e-01,2.746986438765508609e+01
8.160000000000000586e-01,2.740429214499222965e+01
8.190000000000000613e-01,2.733875767198387408e+01
8.220000000000000639e-01,2.727326321160353828e+01
8.250000000000000666e-01,2.720781096128698806e+01
8.280000000000000693e-01,2.714240307371929006e+01
8.310000000000000719e-01,2.707704165760856796e+01
8.339999999999999636e-01,2.701172877844686937e+01
8.369999999999999662e-01,2.694646645925775985e+01
8.399999999999999689e-01,2.688125668133179502e+01
8.429999999999999716e-01,2.681610138494899331e+01
8.459999999999999742e-01,2.675100247008985832e+01
8.489999999999999769e-01,2.668596179713354388e+01
8.519999999999999796e-01,2.662098118754505194e+01
8.549999999999999822e-01,2.655606242454987154e+01
8.579999999999999849e-01,2.649120725379819419e+01
8.609999999999999876e-01,2.642641738401723828e+01
8.639999999999999902e-01,2.636169448765286205e+01
8.669999999999999929e-01,2.629704020150010990e+01
8.699999999999999956e-01,2.623245612732335630e+01
8.729999999999999982e-01,2.616794383246564593e+01
8.760000000000000009e-01,2.610350485044817148e+01
8.790000000000000036e-01,2.603914068155906136e+01
8.820000000000000062e-01,2.597485279343279174e+01
8.850000000000000089e-01,2.591064262161933485e+01
8.880000000000000115e-01,2.584651157014375400e+01
8.910000000000000142e-01,2.578246101205679253e+01
8.940000000000000169e-01,2.571849228997561454e+01
8.970000000000000195e-01,2.565460671661528735e+01
9.000000000000000222e-01,2.559080557531217082e+01
9.030000000000000249e-01,2.552709012053730220e+01
9.060000000000000275e-01,2.546346157840193314e+01
9.090000000000000302e-01,2.539992114715416704e+01
9.120000000000000329e-01,2.533646999766702024e+01
9.150000000000000355e-01,2.527310927391886963e+01
9.180000000000000382e-01,2.520984009346494759e+01
9.210000000000000409e-01,2.514666354790144709e+01
9.240000000000000435e-01,2.508358070332142020e+01
9.270000000000000462e-01,2.502059260076339697e+01
9.300000000000000488e-01,2.495770025665179404e+01
9.330000000000000515e-01,2.489490466323030660e+01
9.360000000000000542e-01,2.483220678898792144e+01
9.390000000000000568e-01,2.476960757907751898e+01
9.420000000000000595e-01,2.470710795572747998e+01
9.450000000000000622e-01,2.464470881864653862e+01
9.480000000000000648e-01,2.458241104542135247e+01
9.510000000000000675e-01,2.452021549190752836e+01
9.540000000000000702e-01,2.445812299261433509e+01
9.570000000000000728e-01,2.439613436108236044e+01
9.599999999999999645e-01,2.433425039025502201e+01
9.629999999999999671e-01,2.427247185284390341e+01
9.659999999999999698e-01,2.421079950168761741e+01
9.689999999999999725e-01,2.414923407010488532e+01
9.719999999999999751e-01,2.408777627224135642e+01
9.749999999999999778e-01,2.402642680341065429e+01
9.779999999999999805e-01,2.396518634042974227e+01
9.809999999999999831e-01,2.390405554194835602e+01
9.839999999999999858e-01,2.384303504877314950e+01
9.869999999999999885e-01,2.378212548418606787e+01
9.899999999999999911e-01,2.372132745425761513e+01
9.929999999999999938e-01,2.366064154815413545e+01
9.959999999999999964e-01,2.360006833844105500e+01
9.989999999999999991e-01,2.353960838137973965e+01
1.002000000000000002e+00,2.347926221722011420e+01
1.005000000000000115e+00,2.341903037048790637e+01
1.008000000000000007e+00,2.335891335026723326e+01
1.011000000000000121e+00,2.329891165047832757e+01
1.014000000000000012e+00,2.323902575015050331e+01
1.017000000000000126e+00,2.317925611369035011e+01
1.020000000000000018e+00,2.311960319114596274e+01
1.023000000000000131e+00,2.306006741846562491e+01
1.026000000000000023e+00,2.300064921775321380e+01
1.028999999999999915e+00,2.294134899751854206e+01
1.032000000000000028e+00,2.288216715292359282e+01
1.034999999999999920e+00,2.282310406602490360e+01
1.038000000000000034e+00,2.276416010601120377e+01
1.040999999999999925e+00,2.270533562943758099e+01
1.044000000000000039e+00,2.264663098045535250e+01
1.046999999999999931e+00,2.258804649103819528e+01
1.050000000000000044e+00,2.252958248120427953e+01
1.052999999999999936e+00,2.247123925923462551e+01
1.056000000000000050e+00,2.241301712188787931e+01
1.058999999999999941e+00,2.235491635461129789e+01
1.062000000000000055e+00,2.229693723174829501e+01
1.064999999999999947e+00,2.223908001674215384e+01
1.068000000000000060e+00,2.218134496233659547e+01
1.070999999999999952e+00,2.212373231077282654e+01
1.074000000000000066e+00,2.206624229398302361e+01
1.076999999999999957e+00,2.200887513378074090e+01
1.080000000000000071e+00,2.195163104204820570e+01
1.082999999999999963e+00,2.189451022092001509e+01
1.086000000000000076e+00,2.183751286296379135e+01
1.088999999999999968e+00,2.178063915135833994e+01
1.092000000000000082e+00,2.172388926006776089e+01
1.094999999999999973e+00,2.166726335401344983e+01
1.098000000000000087e+00,2.161076158924279511e+01
1.100999999999999979e+00,2.155438411309485147e+01
1.104000000000000092e+00,2.149813106436363341e+01
1.106999999999999984e+00,2.144200257345813299e+01
1.110000000000000098e+00,2.138599876255991106e+01
1.112999999999999989e+00,2.133011974577782865e+01
1.116000000000000103e+00,2.127436562930038377e+01
1.118999999999999995e+00,2.121873651154493956e+01
1.122000000000000108e+00,2.116323248330505180e+01
1.125000000000000000e+00,2.110785362789474817e+01
1.128000000000000114e+00,2.105260002129053731e+01
1.131000000000000005e+00,2.099747173227112995e+01
1.134000000000000119e+00,2.094246882255444930e+01
1.137000000000000011e+00,2.088759134693237485e+01
1.140000000000000124e+00,2.083283935340369553e+01
1.143000000000000016e+00,2.077821288330381222e+01
1.146000000000000130e+00,2.072371197143314347e+01
1.149000000000000021e+00,2.066933664618269617e+01
1.152000000000000135e+00,2.061508692965791312e+01
1.155000000000000027e+00,2.056096283779998757e+01
1.157999999999999918e+00,2.050696438050566783e+01
1.161000000000000032e+00,2.045309156174415222e+01
1.163999999999999924e+00,2.039934437967290037e+01
1.167000000000000037e+00,2.034572282675082988e+01
1.169999999999999929e+00,2.029222688984982881e+01
1.173000000000000043e+00,2.023885655036423259e+01
1.175999999999999934e+00,2.018561178431844638e+01
1.179000000000000048e+00,2.013249256247290475e+01
1.181999999999999940e+00,2.007949885042780735e+01
1.185000000000000053e+00,2.002663060872544420e+01
1.187999999999999945e+00,1.997388779295072680e+01
1.191000000000000059e+00,1.992127035382945976e+01
1.193999999999999950e+00,1.986877823732599069e+01
1.197000000000000064e+00,1.981641138473779407e+01
1.199999999999999956e+00,1.976416973278973543e+01
1.203000000000000069e+00,1.971205321372577401e+01
1.205999999999999961e+00,1.966006175539962442e+01
1.209000000000000075e+00,1.960819528136351764e+01
1.211999999999999966e+00,1.955645371095570795e+01
1.215000000000000080e+00,1.950483695938621054e+01
1.217999999999999972e+00,1.945334493782129215e+01
1.221000000000000085e+00,1.940197755346620312e+01
1.223999999999999977e+00,1.935073470964692177e+01
1.227000000000000091e+00,1.929961630588994836e+01
1.229999999999999982e+00,1.924862223800123573e+01
1.233000000000000096e+00,1.919775239814323697e+01
1.235999999999999988e+00,1.914700667491125685e+01
1.239000000000000101e+00,1.909638495340757558e+01
1.241999999999999993e+00,1.904588711531541279e+01
1.245000000000000107e+00,1.899551303897063192e+01
1.247999999999999998e+00,1.894526259943265600e+01
1.251000000000000112e+00,1.889513566855411142e+01
1.254000000000000004e+00,1.884513211504925323e+01
1.257000000000000117e+00,1.879525180456115763e+01
1.260000000000000009e+00,1.874549459972764254e+01
1.263000000000000123e+00,1.869586036024641373e+01
1.266000000000000014e+00,1.864634894293847722e+01
1.269000000000000128e+00,1.859696020181115017e+01
1.272000000000000020e+00,1.854769398811933812e+01
1.275000000000000133e+00,1.849855015042621176e+01
1.278000000000000025e+00,1.844952853466250531e+01
1.280999999999999917e+00,1.840062898418495507e+01
1.284000000000000030e+00,1.835185133983359762e+01
1.286999999999999922e+00,1.830319543998830056e+01
1.290000000000000036e+00,1.825466112062401081e+01
1.292999999999999927e+00,1.820624821536508264e+01
1.296000000000000041e+00,1.815795655553903032e+01
1.298999999999999932e+00,1.810978597022870673e+01
1.302000000000000046e+00,1.806173628632411976e+01
1.304999999999999938e+00,1.801380732857305134e+01
1.308000000000000052e+00,1.796599891963090201e+01
1.310000000000000053e+00,1.793419353005921479e+01
1.310999999999999943e+00,1.791831088010954431e+01
1.314000000000000057e+00,1.787074302862542297e+01
1.316999999999999948e+00,1.782329518184686634e+01
1.320000000000000062e+00,1.777596715454031440e+01
1.322999999999999954e+00,1.772875875961599590e+01
1.326000000000000068e+00,1.768166980817270684e+01
1.328999999999999959e+00,1.763470010954173617e+01
1.332000000000000073e+00,1.758784947133014143e+01
1.334999999999999964e+00,1.754111769946305444e+01
1.338000000000000078e+00,1.749450459822560333e+01
1.340999999999999970e+00,1.744800997030352718e+01
1.344000000000000083e+00,1.740163361682379417e+01
1.346999999999999975e+00,1.735537533739377380e+01
1.350000000000000089e+00,1.730923493014030967e+01
1.352999999999999980e+00,1.726321219174765886e+01
1.356000000000000094e+00,1.721730691749500863e+01
1.358999999999999986e+00,1.717151890129332870e+01
1.362000000000000099e+00,1.712584793572138153e+01
1.364999999999999991e+00,1.708029381206125308e+01
1.368000000000000105e+00,1.703485632033320130e+01
1.370999999999999996e+00,1.698953524932999670e+01
1.374000000000000110e+00,1.694433038665024327e+01
1.377000000000000002e+00,1.689924151873182723e+01
1.380000000000000115e+00,1.685426843088391990e+01
1.383000000000000007e+00,1.680941090731909426e+01
1.386000000000000121e+00,1.676466873118454259e+01
1.389000000000000012e+00,1.672004168459266182e+01
1.392000000000000126e+00,1.667552954865150383e+01
1.395000000000000018e+00,1.663113210349409954e+01
1.398000000000000131e+00,1.658684912830760538e+01
1.401000000000000023e+00,1.654268040136210516e+01
1.404000000000000137e+00,1.649862570003839224e+01
1.407000000000000028e+00,1.645468480085559548e+01
1.409999999999999920e+00,1.641085747949822959e+01
1.413000000000000034e+00,1.636714351084283692e+01
1.415999999999999925e+00,1.632354266898391870e+01
1.419000000000000039e+00,1.628005472725964609e+01
1.421999999999999931e+00,1.623667945827691028e+01
1.425000000000000044e+00,1.619341663393616670e+01
1.427999999999999936e+00,1.615026602545543355e+01
1.431000000000000050e+00,1.610722740339427617e+01
1.433999999999999941e+00,1.606430053767711286e+01
1.437000000000000055e+00,1.602148519761608014e+01
1.439999999999999947e+00,1.597878115193363868e+01
1.443000000000000060e+00,1.593618816878464095e+01
1.445999999999999952e+00,1.589370601577801700e+01
1.449000000000000066e+00,1.585133445999804636e+01
1.451999999999999957e+00,1.580907326802537227e+01
1.455000000000000071e+00,1.576692220595738192e+01
1.457999999999999963e+00,1.572488103942842130e+01
1.461000000000000076e+00,1.568294953362964961e+01
1.463999999999999968e+00,1.564112745332819543e+01
1.467000000000000082e+00,1.559941456288658834e+01
1.469999999999999973e+00,1.555781062628105182e+01
1.473000000000000087e+00,1.551631540712013546e+01
1.475999999999999979e+00,1.547492866866263306e+01
1.479000000000000092e+00,1.543365017383522186e+01
1.481999999999999984e+00,1.539247968524977317e+01
1.485000000000000098e+00,1.535141696522052968e+01
1.487999999999999989e+00,1.531046177578067535e+01
1.491000000000000103e+00,1.526961387869878273e+01
1.493999999999999995e+00,1.522887303549477345e+01
1.497000000000000108e+00,1.518823900745587707e+01
1.500000000000000000e+00,1.514771155565205873e+01
1.503000000000000114e+00,1.510729044095102758e+01
1.506000000000000005e+00,1.506697542403349210e+01
1.509000000000000119e+00,1.502676626540737814e+01
1.512000000000000011e+00,1.498666272542252287e+01
1.515000000000000124e+00,1.494666456428448420e+01
1.518000000000000016e+00,1.490677154206859711e+01
1.521000000000000130e+00,1.486698341873318974e+01
1.524000000000000021e+00,1.482729995413320800e+01
1.527000000000000135e+00,1.478772090803293260e+01
1.530000000000000027e+00,1.474824604011903517e+01
1.533000000000000140e+00,1.470887511001294357e+01
1.536000000000000032e+00,1.466960787728308802e+01
1.538999999999999924e+00,1.463044410145714025e+01
1.542000000000000037e+00,1.459138354203363974e+01
1.544999999999999929e+00,1.455242595849369991e+01
1.548000000000000043e+00,1.451357111031236080e+01
1.550999999999999934e+00,1.447481875696968423e+01
1.554000000000000048e+00,1.443616865796176185e+01
1.556999999999999940e+00,1.439762057281126317e+01
1.560000000000000053e+00,1.435917426107816475e+01
1.562999999999999945e+00,1.432082948236986475e+01
1.566000000000000059e+00,1.428258599635137038e+01
1.568999999999999950e+00,1.424444356275512114e+01
1.572000000000000064e+00,1.420640194139076229e+01
1.574999999999999956e+00,1.416846089215464133e+01
1.578000000000000069e+00,1.413062017503892598e+01
1.580999999999999961e+00,1.409287955014116633e+01
1.584000000000000075e+00,1.405523877767276275e+01
1.586999999999999966e+00,1.401769761796797020e+01
1.590000000000000080e+00,1.398025583149254558e+01
1.592999999999999972e+00,1.394291317885200243e+01
1.596000000000000085e+00,1.390566942079998647e+01
1.598999999999999977e+00,1.386852431824625320e+01
1.602000000000000091e+00,1.383147763226461180e+01
1.604999999999999982e+00,1.379452912410071086e+01
1.608000000000000096e+00,1.375767855517963412e+01
1.610999999999999988e+00,1.372092568711328653e+01
1.614000000000000101e+00,1.368427028170771109e+01
1.616999999999999993e+00,1.364771210097014098e+01
1.620000000000000107e+00,1.361125090711613517e+01
1.622999999999999998e+00,1.357488646257630016e+01
1.626000000000000112e+00,1.353861853000296200e+01
1.629000000000000004e+00,1.350244687227686846e+01
1.632000000000000117e+00,1.346637125251336720e+01
1.635000000000000009e+00,1.343039143406898894e+01
1.638000000000000123e+00,1.339450718054725087e+01
1.641000000000000014e+00,1.335871825580490935e+01
1.644000000000000128e+00,1.332302442395786457e+01
1.647000000000000020e+00,1.328742544938669568e+01
1.650000000000000133e+00,1.325192109674247654e+01
1.653000000000000025e+00,1.321651113095227537e+01
1.656000000000000139e+00,1.318119531722446602e+01
1.659000000000000030e+00,1.314597342105408373e+01
1.662000000000000144e+00,1.311084520822784327e+01
1.665000000000000036e+00,1.307581044482942900e+01
1.667999999999999927e+00,1.304086889724418441e+01
1.671000000000000041e+00,1.300602033216400599e+01
1.673999999999999932e+00,1.297126451659209145e+01
1.677000000000000046e+00,1.293660121784760264e+01
1.679999999999999938e+00,1.290203020356999275e+01
1.683000000000000052e+00,1.286755124172355025e+01
1.685999999999999943e+00,1.283316410060162482e+01
1.689000000000000057e+00,1.279886854883091374e+01
1.691999999999999948e+00,1.276466435537538402e+01
1.695000000000000062e+00,1.273055128954055881e+01
1.697999999999999954e+00,1.269652912097719444e+01
1.701000000000000068e+00,1.266259761968510489e+01
1.703999999999999959e+00,1.262875655601706804e+01
1.707000000000000073e+00,1.259500570068231440e+01
1.709999999999999964e+00,1.256134482475014735e+01
1.713000000000000078e+00,1.252777369965332710e+01
1.715999999999999970e+00,1.249429209719161626e+01
1.719000000000000083e+00,1.246089978953493294e+01
1.721999999999999975e+00,1.242759654922659074e+01
1.725000000000000089e+00,1.239438214918650161e+01
1.727999999999999980e+00,1.236125636271417783e+01
